idx,conversation,class
780,"나 아무래도 취미를 잘못 정한 거 같아
키키 롯데 또 졌냐? 또 졌어?
아니 지더라도 좀 평범하게 질 수 없어?
아니 지면 지는 거지 평범하게 지는 건 뭐야
그냥 상대방보다 점수가 좀 덜 나서 지는 거
롯데는 도대체 어떻게 졌길래 키키
투수는 폭투하고 야수는 공 흘리고 난리도 아니었다
진정해 친구야 내일은 내일의 경기가 있어!
그게 제일 최악이야.
내일도 이 난리를 또 봐야 함.
키키 너한테는 안된 일이지만 니가 롯데 때문에 화날 때 너무 웃김 키키
야구는 해악이야.
이렇게 건강에 해로운 걸 전국민이 보도록 방송해도 되냐?
아 키키 진짜 웃겨 키키 이러면서 내일 너 또 보지
그건 어쩔 수 없어.. 중독이니까... 못 끊어
안 본다는 소리는 절대 안 함 또 키키
그건 거짓말이니까 키키
거짓말은 나쁜 거야 알겠냐?
정직한 팬이네 키키
아이구 착하다! 내일은 꼭 이기길",일상 대화
781,"이불 가격 얼마씩 하려나
겨울 이불은 가격이 좀 있지
한 5만 원이면 사겠제?
그렇게 싸다고?
더 비싸지 10만 원은 넘을걸?
오늘의집 앱 아나?
거기 보니까 5~10만 원 정도 하던데
나는 이불은 어머니가 사주셔서 가격을 잘 몰랐다
아 키키 엄마 취향대로 대충 사는겨?
키키 내 취향 존중해 준다 키키
어머니 취향이면 거의 꽃이다 키키
키키 우리 엄마도 꽃 좋아하는데 키키
키키 어른들은 다 꽃을 좋아하시나 봐
키키 우리도 나중에 그렇게 되는 거 아니가
키키 남자들도 꽃 좋아하는가?
글쎄 키키 울 아빠도 꽃 좋아하던데
키키 그럼 나도 나이 더 먹음 꽃 좋아하겠네
키키 그만큼 마음이 여려진단 건가
키키 남자는 나이 들수록 여성 호르몬 생긴다 카더라",일상 대화
782,"왓챠 결제 한 적 있음?
왓챠는 안하고 웨이브 본다 키키
2주 무료라 해서 오늘 봤드만... 그거 있드라
그게 뭔데 키키
왓챠는 뭐 뭐 볼 수 있누
꽃보다 남자 일본편... 메인이던데...
하 키키 결제해야긋네 지금 넥플이랑 웨이브 보는데 ㅇㅇ
그거 보고 오빠 생각 났음 ^^
꽃보다남자 일본편 키키 이주 무료니까 가서 봐야긋다 ㅋ 정보 감사
웨이브는 뭐 볼 수 있음?
삼사 드라마 다 다시보기 할 수 있다 ㅋ
아 헐랭 왓챠 거긴 희안 하던데 뭐 그알 그런 거 ;
황소는 김삼순 때메 그거 정기권 끊었을 걸 ?
키키 미친 키키 황소는 왜케 특이할까 ㅠ
김삼순 거의 30번 정도 봤다던데 대사도 따라하더라... 소름
증말 들을 때마다 새로운 황황소
매일 봐도 매일 신기한 생물임 키키",일상 대화
783,"요즘 혹시 하는 알바 있어?~
오늘 아르바이트 하고 왔어 설치 작업
아 진짜? 어떤 거 설치했어?
가림막 설치 근데 너무 힘들어
헉 듣기만 해도 힘들어 보인다
어땠어?
손이랑 발 없어질 거 같아 아파
그 정도야?
몇 시간 근무했어!
9시간 근무했는데 좀 아프네
아 그렇구나 시급은 최저시급으로 주는 거야?~
시급은 구천 원인데 좀 쎈 거 같아
오 나쁘지 않은 알바네
점심은 뭐 줬어?
시급도 시급인데 점심은 햄버거
좋네! 나도 그러면 같이 하고 싶어 키키
별로 추천하고 싶지는 않아 힘들어
에이 그래도 나 추천 해줘!
알겠어 다음에 같이 하자 친구야",일상 대화
784,"송중기 주택 논란 봤나
아하 그 공사 때문에?
어어 어떻게 알아?
그거 요즘 핫하던데
바로 검색해봤지 키키
아 뭐야 키키 귀여워 정말
정확하게 어떤 일인데?
공사 때문에 주민들이 피해본대
아 이게 또 공사 기간이 길어졌구나
응응 근데 민원 해결도 끝났다는데 왜 아직까지 저러냐 ㅜ
민폐 끼치면서 저러고 싶을까
아니! 그렇지 않다구 ㅜㅜ 대충 보고 사람들이 뭐라 하는 듯
그렇지 자극적인 제목만 보고... 나처럼...
100억에 샀는데 160억까지 올랐으니까 그런 듯
괜히 배 아파서 그런 감?
그런가 보다... 송중기 잘됐으면 하하
송중이는 고생 그만해야 해",일상 대화
785,"그러니까 그거 쿠팡에서 목 보호대 구매해
광고 보면 목에 뭐 씌우는 거 있던데.
쿠팡 좀 찾아보고 알려주셈
키키 너가 찾아보고 알려주라 ㅠ
나 오늘 십일번가에서 노트북 결제함
아 진짜? 키키 노트북 얼마 주고 삼?
나 이번에 할인 들어가서 어제였나 나온 최신식 십만 원 더 싸게 함
11번가에서는 뭐 안 사봤어 살 거 많아?
많은 것 같은데 나도 노트북 구매한 게 처음이기는 해
나는 노트북 산지 5년이 다되어간다 키키 오래썼지?
그러게 난 전 꺼 십 년 쓰고 버렸어
근데 서비스 센터 가까운 것도 은근 중요함 키키
맞아 키키 난 서비스 센터가 없었어
너 이번에 노트북 어디 꺼임?
나 ms꺼 샀어 서피스고3 새로 나온 거
우와 신기하네 잘 골라서 예쁘게 써
응응 이번에도 십 년 쓰는 게 목표다
그걸로 티비보면 딱 이겠다 크기도 크고 키키",일상 대화
786,"야 너네 호주 워킹홀리데이 갔을 때 좋았음?
좋았지 키키
코로나 때문에 6개월밖에 못해서 아쉬웠지만 키키
그건 진짜 아쉬운 듯 키키
어디 어디 갔었냐?
우리는 시드니에 있었으니깐 처음엔 시드니 구경도 벅찼지키키
오 시드니 좋았냐?
이것저것 많아서 볼게 있었던 것 같아 키키
시드니 말고는 어디 안 가봤어?
블루마운틴이라고 겁나 넓고 큰 산 갔었어
거기도 좋았음 키키
오 이름만 들어도 가보고 싶네 키키
너도 코로나 끝나면 꼭 가봐 키키
나도 그러고 싶지 정말 ㅜㅜ
우리는 운이 안 좋았음 키키
가자마자 겁나 큰 산불 나서 여행 못 가 키키
중간에 가려고 했는데 코로나 키키
키키 너네가 진짜 고생이 많았지 키키
그래도 뭐 그게 여행 아니겠냐 키키
맞지 키키 계획대로 되면 여행이 아니지 키키
그니깐 키키 얘기하다 보니 여행 가고 싶네 키키",일상 대화
787,"니는 최근까지도 시험 많이 쳐봤겠네?
그렇죠? 아무래도 취업 준비한다고
오... 대단해! 키키
나는 시험 안 친 지 정말 오래된 것 같다 키키
키키 취업 활동 안 하면 뭐 시험 칠 일이 있겠어요
키키 그렇제? 키키 그래서 지금은 공부하는 방법도 까먹은 듯 키키
그래도 지금 하면 더 잘할 수도 있어요
키키 회사 다닐 때 이직하려고 시험 준비해 보려고 했는데... 키키
누나 원래 다니면서 하는 건 아니랬어요 키키
인강 듣다가 포기해 버렸다 키키
인강 듣는 법도 까먹음 키키
키키 일이 힘든데 그게 눈에 들어오겠어요
키키 그래도 이직 같은 거 하려면 다니면서 해야 하잖아 ㅜㅜ
그러니깐 힘들죠 뭐...
다들 대단한 사람들
다들 그렇게 준비해서 이직하고 그런다고 하더만 키키
진짜 독한 사람들이죠 뭐
맞다 키키 진짜 독한 사람들이다 키키
대단한 사람들이지 키키
전 못할 것 같아요",일상 대화
788,"오늘은 낮에 좀 덥더라! ㅜㅜ
여기는 며칠 전부터 비가 왔다갔다 해서 습하고 덥더라 ㅠㅠ
날씨를 정말 못 따라가겠다 키키
긴팔 입고 나갔다가 더워서 고생 좀 했네 키키
ㅜㅜ 아직도 에어컨 틀고 있는걸 ㅜ 우리집은
어? 아직도 에어컨 켠다고?
안 춥나? ㅜㅜ
키키 습해서... 안틀수가 없네 ㅠㅠ
습한게 너무 싫어서
밤엔 그래도 제법 쌀쌀하던데 ㅜㅜ
응응 맞아... 비 안오면 안트는데 비올거 같이 그러면 틀어 키키
아아... 그건 그렇지... ㅜㅜ
집 안이 같이 습해지니까... 너무 싫어
응응 ㅜㅜ 애기들은 조금만 움직여도 땀나고 해서 몸이 끈적거리니까 ㅠㅠ 어쩔 수 없이 틀고 있넹
아아... ㅜㅜ 가만히 있으면 안 더운데... 키키 애기들은 돌아다니고 해야하니까 하하
응응 그리고 계속 안아달라고 하고 그러니까 둘이 붙어있으면 진짜 너무 더워 ㅠㅠ
아아! 그것도 그렇겠네! ㅜㅜ
20도 밑으로 떨어지기 전까진 틀어야겠다 ㅜㅜ
키키 응응 10월이 다됐는데도 ㅜㅜ 에어컨을 틀고 있다니 ㅠㅠ
애기들 땀도 나고 하면 땀띠 생기고 그러면 또 고생이잖아 ㅜㅜ
응응 피부를 지키기 위해 어쩔 수 없넹",일상 대화
789,"오빠 뭐 다른 거 자격증 공부는 안 해요? 키키
엉 지금은 아무런 공부는 안 하고 있어 키키
오? 충분한 휴식을 즐기는 중? 키키
키키 나름? 키키 공부는 조금은 더 뒤에 하고 싶다
진짜 오빠야 머리도 쉬어야 한다!
키키 맞다 진짜 키키
니는 공부를 좀 하자
아? 나요? 나는 똑똑 내 머리야
키키 그러니깐 빨리 자격증 따자
키키 진짜 해야 하는데 해야 하는데 왜 나는 침대 밖을 못 나가지용?
키키 아니 일단 침대에서 내려와 보렴
키키 어휴 침대가 절 안 보내줘요...
안돼 니가 놓아줘 가차하게 뿌리쳐
휴 이불이 너무 질척거려요...
키키 니가 단호하게 해야지!
어휴 또 너무 사랑한다니까 어쩔 수 없네...
키키 안돼 빨리 걷어차고 일단 내려와",일상 대화
790,"오늘 우리 강아지 친구 집에 놀러 왔어 키키
아 정말요 하하
강아지가 엄청 좋아했겠네요 하하
키키 어어
아침부터 정신이 없었네 키키 휴 키키
키키 친구랑 싸우지는 않고 사이좋게 잘 놀아요?
강아지들도 각자 성향이 맞는 친구들이 있나 봐 키키
아 그렇겠네요 하하
강아지들도 성격이 다 달라서 하하
응 키키 이 친구랑은 엄청 잘 놀더라고? 키키
밥도 같이 나눠 먹고 그래 키키
오 밥 나눠 먹으면 말 다했네요 하하
그니까 키키
모든 강아지들이랑 다 이렇게 놀진 않는 거 같더라 키키
감사하다 하하
강아지들 노는 거 지켜보기만 해도 재밌을 거 같아요
응 진짜 키키
강아지들은 별거 안 하고 그냥 노는데 사람들은 지켜보면서 좋아함 키키
키키 엄빠 미소 짓고 있을 거 같아요 하하
응 키키 1시간 정도는 그냥 서서 가만히 보고만 있기도 한다 키키
오 키키 산책하다가 만난 친구인 거예요? 하하
잘 놀아도 혹시나 사고가 날지 몰라서 계속 보고는 있어야 하겠더라고 키키
키키 언제 사고 칠지 모르죠 하하",일상 대화
791,"저번에 산책하다가 보니까 밖에서 윳놀이 하는 거 봤어요
엥? 밖에서 누가 윷놀이를 해?
키키 아저씨들이 막 하고 있더라고요 술 드시면서
와 대단하다 그러니깐 코로나가 안 끝나지 휴
키키 진짜... 얼마나 재밌게 하시던지
하... 마스크는 하고 하시든?
아 그걸 못 봤네요 키키 게임을 본다고 키키
키키 휴 진짜 너무 별로야
왜 밖에서 하고 난리니
키키 몰라요 진짜 키키 집에서 하지
어휴 민폐 민폐
그니깐 어이가 없네
밖에서 제발 술 좀 먹지 마 특히 공원
맞아요 진짜 키키 공원에 사람이 얼마나 많은지
어휴... 진짜 왜 공원에서 술 마시냐고
맞아요 그러니까 코로나가 안 끝나죠 ㅜㅜ
그니깐 말이야 증말...
뭐 근데 위드 코로나 캄서 한다메",일상 대화
792,"부모님 결혼 기념일은 챙겨 드리나?
넵 키키 저희 집은 부모님 기념일 챙겨요 키키
오 키키 나도 난 모르는데 큰누나가 모이라 하면 모이면 됨 키키
아 키키 큰누나가 행동 대장이네요
어 키키 단톡방으로 다 시간 빼라 하면 깨갱 네
저도 큰누라 말 들으면 돼요 키키
키키 어 그래서 편하기도 함 키키
키키 맞아요 키키
큰누나가 대신 고생하죠 키키
어 키키 진짜 맏이는 힘들어
키키 막내라서 좋은 거 같기도 해요
맞아
진짜 키키
친구들은 결혼 한 친구 있나?
아뇨 키키
아직 제 주변엔 없어요
오 아직 어리긴 하네 키키
키키 친구들 결혼한다 하면 재밌을 거 같아요 키키
키키 그러니까 키키
어? 니가? 니가? 하면서 키키
키키 맞아요
누구 하나 가기만 해라 이 상태랄까요 키키",일상 대화
793,"친구가 소개팅 해준대 키키
소개팅?
너 지난번에 나간 건?
나간 건 아니고 나갈려다가 못갔지 키키
소개팅을 못 가는 게 어딨어?
이래저래 바빠서 그냥 흐지부지 됐어 키키
엄마가 걱정이 많더라
키키 안 그래도 그거 때문에 죽겠어 키키
너 엄마 잘 알잖아 그런 거
아휴 난 아직 생각도 없구만
엄마가 많이 애타서 그래
키키 그래도 사람을 너무 달달 볶으니까 키키
어쩌겠냐 그냥 그려러니 해야지
결혼 해로 하루를 열고 닫어 키키
그래도 너무 엄마한테 그러지 마 ㅋ
이젠 별 소리도 안 해 키키
그냥 수긍하면서 살아가는 거야",일상 대화
794,"결혼하고 재밌었던 썰 혹시 있어?
결혼하고 친구들이 집들이 왔을 때!
아하 키키 언니가 많이 고생 했겠네
아니야... 내가 더 고생했어...키키
아 그래? 음식은 오빠가 다 한거야?
그럴리가...! 음식은 배달을 시켜먹었지!
배달의 민족이 국룰이지 키키 집들이 선물은 뭐 받았어?
집들이 선물은 나는 친구들이 돈 모아서 세탁기 사줬어!
우와, 좋은데? 이왕 건조기까지 얹어 달라 하지 키키
건조기 까지는 안주더라... 서운해~
그거 살짝 아쉽다 키키 그래도 세탁기 좋은거야?
응 나름 쓸만 한 거 같아!
아하 키키 다음 이사갈땐 건조기 얹어서 달라해
건조기 지금 중고앱에서 하나 장만했어 키키
정말? 그건 언니가 사준거야? 키키
아니지... 그것도 순전히 내 돈이야... ㅜㅜ",일상 대화
795,"아빠 마라톤 할 때 신을 신발 하나 사줄까?
됐어.
너나 사 신어
왜 키키 마땅한 신발 없잖아
그냥 아무 운동화 신으면 돼
그러지 말고 하나 사줄게 키키
사서 뭐에다 써
사다 놓고 신으면 되지 키키
요즘 신발 값도 장난이 아닌데
인터넷에서 요즘 할인 많이 해 키키
그래도 10만 원 가까이 줘야지
안 그런 마라톤 신발이 어딨어 키키
너무 비싸.
됐어.
할인 쿠폰 쓰고 뭐하고 하면 5만 원대면 사 키키
뭐 그렇게 많이 할인돼?
이제 곧 겨울이라서 그런가 키키
그럼 하나 사볼까?",일상 대화
796,"나 요즘 해외여행 관심 있는데 추천 좀 해줘!
근데 코로나 때문에 못 가잖아 ㅠㅠ 아냐?
맞아 근데 곧 풀릴 수도 있잖아 하하
나는 스페인 여행이 가장 좋았어
스페인? 그러면 스페인만 가는 거야?
아니 스페인 갔다가 다른 나라도 가
그렇구나 경비는 혹시 많이 들었어?
경비는 좀 많이 들었던 거 같아 ㅠㅠ
돈을 많이 모아야겠네
어디가 제일 좋았어!
나는 스페인 전체가 다 좋았어 너는?
나는 체코가 너무 좋았어 분위기가 대박이더라고
너도 유럽여행했구나
경비 많이 들었어?
알바해서 번 돈으로 갔는데 너무 많이 쓴 거 같아 ㅠㅠ
유럽여행은 정말 좋은 경험인 거 같아
맞아 다음에 나랑 같이 가 보자~
다음에 꼭 같이 여행 가보자!",일상 대화
797,"오빠야는 여자를 볼 때 너무 외모만 보는 것 같아
외모도 보고 성격도 봐야징
키키 성격 괴팍한데 *** 같은 미모면 안 반해?
에이 그럼 내가 너무 피곤해서 못 만나지 키키
키키 그래도 반하긴 할 거제?
키키 처음에는 반하지 키키 외모가 ***인데
키키 그러니까 오빠야는 외모 가꾸는 거 있나?
키키 나는 뭐 피부 관리만 하고 있지
피부 관리는 어떻게 하고 있는데?
팩도 하고 아이크림도 바르고 있엉 키키
오~ 아이크림도 알어?!
엉 키키 올리브영 직원이 추천해주던데?
키키 돈 쓰게 만들려고 하는 거 아니가?
그런가? 주름에 좋다고 하던데
눈 밑에 다크써클이랑 주름 관리에 좋다 하긴 하는데 효과 있더낭?
아직 모르겠던데 키키 꾸준히 발라봐야지",일상 대화
798,"임신하면 네일아트도 못 하구 그래?
뭐 안 좋다고는 하는데 그냥 했던 거 같아 키키 첫째 때는
아 정말?
염색도 못하지? ㅠㅠ
나는 파마랑 매직은 했었어!
아하! 나는 제한이 많은 줄 알았어
다 하지 말라고 하는데 솔직히 다 안하고 어떻게 사니 ㅜㅜ
요즘 다 하는 거 같아
그치 키키 진짜 안 그러면 엄청 우울할 것 같아
맞아 하지 말라 해도 요즘은 다하는 거 같아 키키
나도 다 했어
네일 속눈썹 머리 이게 낙인데 하하
넌 네일 자주 하는 편이야?
나는 가끔! 친구가 직접 해줘 키키
오 친구가 재주꾼이네
나도 옛날엔 많이 했는데 손톱 약해진 다음에 안 하게 되더라
맞아 자주 하면 손톱이 벗겨진다 하더라 ㅠ
그래서 자주 하면 안 좋아 ㅜㅜ
나도 3개월에 한 번은 하는 것 같아
그래도 그걸루 힐링하는 거니까 키키.",일상 대화
799,"우리 벅수는 밖에서만 똥을 싼다우...
와우 교육 잘 시키셨네요 ?
학교 보내신 건가요?
넹...? 강아지 학교요...?
네 요즘 그런 게 있더라구요?
그래서 하루에 두 번은 산책을 가야 함니덩
두 번 정도면 몇 분 정도 나가있나요?
아침엔 30분 정도 하구 저녁엔 1시간유...
헐… 살빠지겠는데요? 이 정도면?
저희 부부가 의외로 걷는 걸 넘 좋아해서유...
그건 참 좋네요!
산책 시간이 즐겁겠어요
덩치에 비해 많이 걷습니둥 키키
키키 건강에 아주 좋죠~
나도 걷는 거 참 좋아하는데!
엉 난 벅수랑 산책하는 게 젤 좋아하는 시간이얌 하하
키키 벅수로 이름 지으신 이유가 있나요 ?
키키 벅수같이 생겼고둔요 멍청하게...
키키 그런데 그 친구가 성격은 장난 아니라면서요",일상 대화
800,"오빠 예능 요즘에 뭐 좋아하세요? 키키
나는 이게 예능인지는 모르겠는데 자연인 보는 거 좋아해
아! 키키 동생한테 들었던 것 같아요...
근데 그게 재밌어요?
응 키키 자연 속에서 특이하게 사는 사람들 꽤 많아 키키
뭔가 거기 나레이션 패러디가 많았던 것 같은데
응응 키키 거기서 막 이상한 음식도 먹고 그래
키키 저도 짤 같은 거 봤는데 벌레 먹고...
응 키키 근데 속세를 떠나서 사는 게 진짜 대단해
그러게요
그럼 그분들은 돈 없이 사는 건가요?
아마 대부분 그렇지?
근데 라면도 있고 하던데 키키
키키 앗... 한국인이라면 라면을 버릴 순 없죠 키키
맞아... 키키
뭐 가끔 산 내려가서 시장에 갔다 오는 것 같더라
하긴... 키키 진짜 산에서 나는 음식만 먹고 살긴 힘들 거 같아요
응 그치... 키키
그리고 입수하고 그럴 때 재밌어 키키
아 키키 한겨울에도 막 입수하고 그러는 거죠?
그렇지 키키
난 따뜻하게 있으면서 보는 맛이 있지",일상 대화
801,"아 아직도 배부르네
넌 밥 먹었냐
너는 저녁에 뭐 먹었냐?
나 김치찌개 먹기는 했는데 왜 말해줘야해?
지금 말한 거 아니야?
아니 그냥 말은 하긴 했는데 말하기 싫어
키키 아 그렇구나 키키
아 지금 공차가 너무 먹고싶다
공차?
축구공 차?
아님 탁구공 차?
진짜 차고 싶네...
너무 말을 많이 해서 그런지 디저트 먹고 싶음...
아 나 케이크 먹고 싶네
와 드립인가 진짜 받아주기 싫구나
아니 진짜 케이크 먹고 싶은데?
아니 아니 축구공 차 이러길래 ㅋ 키키
아ㅓ 그거 아까 말했는데 왜 지금 얘기해
케이크 무슨 케이크 좋아함?
나 당근 케이크 말고 다 좋아해
당근 케이크는 좀 뻑뻑해 그치 키키",일상 대화
802,"루미큐브도 여행 가서 하는 게 꿀잼이긴 한데...
에이 그래도 여행 가면 평소에 못하는 걸 해야지
여행 갈 때 하는 게임? 뭐가 좋은데?
게임이 아니더라도 뭐 술을 먹는다던지 술을 먹는 거라던지 술이라던지 술이 있잖아
술은 내가 요즘 별로 안 좋아해서 키키 ...
혹시 다른 여행은 없니...?
이번 겨울에 스키장 오랜만에 가고 싶다
스키장 좋지 키키
나 떡볶이 땡긴다 갑자기
떡볶이를 좋아하는구나 키키
그 가래떡 통째로 떡볶이로 만드는 거 유명한 지역 어디더라
헐 그런데가 있어? 소개 좀 시켜줘! ++
부산이었나 그랬던 거 같은데
그렇게 만든 떡볶이를 많이 파는 시장이 있었어!
헐 부산 ㅠㅠ 나도 꼭 가고 싶은 도시야
부산 안 가봤어?
해운대랑 광안리 뭐 자갈치시장 이런 거
제주도만 가봤지 부산은 사실 가깝고 먼 도시라...
근데 확실히 제주도 가 본 사람보다 부산 가 본 사람이 더 적은 거 같긴 해 키키
헐 다음엔 꼭 부산을 가보자고 남자친구한테 얘기를 해봐야겠어!
머니까 기차 여행도 겸사겸사 같이 할 수 있잖아",일상 대화
803,"어제 페이스북이랑 인스타그램 먹통이였던 거 아셨어요?
요즘 먹통이 잦네 키키 나는 둘 다 잘 안 해서 몰랐지 키키
네트워크 장비 설정이 바뀌면서 발생했다고 하더라구요!
페북이랑 인스타 같은 회사 아니야? 키키
근데 때마침 내부 고발자 폭로가 같이 터져서 페북 주가가 엄청 떨어졌대요!
키키 인스타 페북은 먹통이여도 안 불편한데, 카톡은 먹통 되니 너무 불편하더라
키키 저는 자기 전에 페북에 영상 보고 자는데 어제 안 돼서 제 폰이 문제인 줄 알았어요 키키
지금 페북 주식 사야겠네 키키 엄청 떨어졌을 때
그런데 지금 페북이 악재가 많다고 하네요 ㅜㅜ
맞아 요즘은 실시간 검색순위가 안 뜨니, 내 폰이 먹통인지 알 방법이 없어
돈 벌려고 가짜뉴스 방조하고 청소년에게 유해한 영상들 유포하고.. ㄷㄷ
아 그럼 페북 사면 안되겠네 키키 요즘 페북이 지는 별이긴 하지
그렇죠... 알고리즘이 요즘 이상하게 연결이 돼서 보고 싶지 않은 영상까지도 보게 되니까...
헐 페북 진짜 그렇게 안 봤는데... 차라리 망하는 게 낫겠다
그러게요 요즘 청소년들한테 안 좋은 영향을 많이 주고 있나 봐요... ㅜㅜ
맞아 나도 요즘 페북 들어가 보면 엉뚱한 영상들도 많이 뜨더라",일상 대화
804,"미국에선 쌍둥이 남매 사이에서 살인사건 일어났어
헐... 왜?
가족끼리 ㅠㅠ 너무 잔인해 ㅠㅠ
남자애가 자고 있는 아이 흉기로 마구 찔렀대
어린 아이야? 이게 무슨 일이야 한번이 아니라? ㅠㅠ
웅 평소에 되게 잘지냈다던데 의문이야
기사에 이유는 아직 안 나왔어?
뭔 줄 알아?
몽유병으로 그랬대 키키 어이없지
헐... 몽유병이라? 뭔 소리야 키키 몽유병에 칼을 가져다가?
자기도 꿈에서 깨고서야 자신이 뭔 짓을 한지 알게 됐대...
피 묻은 흉기 치우고 동생 지혈을 했다네?
진짜 무슨일이야 ㅠㅠ 그때서 지혈해도 마구 찔렀으면 이미 ㅠㅠ
그치 경찰이 막 도착 했을때 심폐소생술 하고 있더래
어휴... 폭력적인 영상이나 뭐 이런거를 보고 잤나?
꿈이라도 그건 잔인한데 ㅠㅠ
근데 뭔가 거짓말인듯, 평소 수면장애도 없었대 이상헤
아 진짜? 반전이네 몽유병이 원래 있었던게 아니였구나...
둘이 싸웠나? ㅠㅠ 동생 무슨 죄야 ㅠㅠ
그니깐 쌍둥이 동생인데 ㅜㅜ 부모님이 많이 힘드실 듯
한 가정이 완전 망가진거 ㅠㅠ 부모님도 안 쓰럽다 ㅠㅠ",일상 대화
805,"다음 주에 군대 동기 애들 보기로 한 거 취소됨 키키
뭐 니 친구들은 다 그 모양이냐 키키
한 명이 서울에서 다른 데로 이사 간대서 키키
그럼 나머지 애들이랑 보면 되지 않아?
약간 군대 애들이라 뭉치면 살고 흩어지면 죽는다 사상이랄까
그건... 또... 무슨...
한 명 안 된다 그럼 약속 파토 나고 그래 키키
아 키키 다 같이 볼라면 보고 그런 거?
응응 키키 애들이 다들 그 모양이야 ㅠㅠ
너 친구들이라곤 군대 애들밖에 없는데 어쩌냐 키키
아니라고 키키 그런 거 키키 친구 많다고 키키
ㅠㅠ 없는 거 다 알아 ㅠㅠ
그래도 걔네들이 제일 잘 맞아 키키
전역한 지 벌써 한참 됐는데 신기허다 키키
애들이 다 잘 맞아서 그런 거야 키키
키키 그래 그렇다 치자 키키",일상 대화
806,"아니야 사계절 입기 딱이야
그래 그거 누나 피부인거 알고 있어
키키 아 그 정도는 아니라고ㅠㅠ 왜그래 자꾸ㅠㅠ
누가 감기 조심하라구 ㅎ3ㅎ 조심조심
아옹 내일 진짜 겉옷 가져갈까말까
내일 흠 그 남방 같은건 없어?
아 남방 입고 갈까 ?
응응 그건 가볍잖아 맞지
맞아 괜찮네. 좋은 의견 고마워
그래 역시 난 지니어스야 히히
아니 뭐 그 정도는 아니야
고맙다는 말이지?
알겠어 누나
그래 너 알아서 생각해라
나 멋있다고 ?
고마워 누나 반하진 마
그 정도는 선을 너무 넘었다 ^^
오케 그만하자 내일 잘 다녀오구",일상 대화
807,"**이 안녕 키키
아침 식사는 했어? 키키
안녕하세요 하하
아뇨 하하
아침에 먹으면 탈 나서 아침은 안 먹어요 하하
응? 키키 아이고
장이 안 좋은가
그런가 봐요 하하
그래서 아침은 잘 안 먹어요 하하
키키 난 귀찮아서 못 먹어 집에 있으면 먹고
키키 아침이 좀 챙겨 먹기 힘들죠 하하
키키 일어나기부터 너무 힘들다 키키
맞아요 하하
아침엔 밥보다 뒹굴 거리는 게 최고죠
키키 맞아
가끔 시리얼 챙겨 먹고
흠 간단하게라도 먹으면 된 거죠 하하
엉 키키 배고프면 그거라도 먹으면 좋지
맞아요 하하
오늘도 시리얼 먹었어요?
아니 지금 눈만 뜬 상태야 키키
아 하하 나중에 점심 먹으면 되겠네요 하하
어 점심은 또 뭐 먹지 키키
키키 늘 먹는 게 고민이네요 하하
행복한 고민",일상 대화
808,"오늘 저녁 당번 난데 뭐 할까나
오 집에서 저녁 당번도 정해 놓고 그래?
응 키키 엄마가 너무 힘들어 보여서 시작했어
완전 효녀네 하하 그래도 그건 진짜 괜찮은 거 같아! 우리집도 한번 해봐야겠는걸?
나름 괜찮아 하하 다들 일하는 건 똑같은데 엄마만 하는 게 좀 미안하더라 급
맞아 ㅠㅠ 엄마들 진짜 고생 많이 하셨잖아 ㅠㅠ 쉬셔야징...
진짜 하다 보니깐 차리고 치우고 일이더라
집안일이 하다 보면 진짜 보통 힘든 게 아니더라고 ㅠㅠ
그니깐 엄마는 역시 대단해
맞아 진짜 엄마는 존경해야 되는 인물이잖아 ㅠㅠ
맞아... 오늘 저녁 그냥 시킬까
귀찮으면 시켜 먹어야지 ㅠㅠ 근데 맨날 시켜 먹으면 돈 아까움 ㅠㅠ
맞아 나중에 카드 내역 보면 좀 아깝드라 키키 식비는
웅 근데 대부분 식대로 나가잖아 키키
식대 의외로 많이 깨져...
맞아... 그러다 보니까 돈도 너무 아깝고 ㅠㅠ 옷도 못산다고 ㅠ",일상 대화
